,Level,date,State FIPS,State Postal Code,County FIPS,County,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month,business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,review_id,user_id,stars_y,useful,funny,cool,text,ZIP Code,cluster
46,County,2019-01-04,18.0,IN,18097.0,Marion,193282.0,771300.0,3360705.0,929323.0,758399.0,397479.0,562967.0,541369.0,84039.0,42386.0,32846.0,7436.0,4461.0,18-18097-20190104,0,1,L6LiIjKsMcxguEGnr5ilqQ,Spoke & Steele,123 S Illinois St,Indianapolis,IN,46225,39.7650962087,-86.159660911,4.0,360,1,"{'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'WiFi': ""'paid'"", 'Music': ""{'dj': False}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Caters': 'False', 'BYOB': 'False', 'Smoking': ""u'no'"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BusinessAcceptsBitcoin': 'False', 'CoatCheck': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Alcohol': ""'full_bar'"", 'BikeParking': 'False', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2'}","Nightlife, Cocktail Bars, Restaurants, French, Breakfast & Brunch, American (Traditional), Bars","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:30'}",Ca4p-VbyHpQDq3wLZ3VVSg,Dxex_v8hWP1nifcxoQtgfA,5,1,0,0,Love the craft cocktails and I don't usually order craft cocktails.  I have ordered different food each visit and each time my entre has been excellent.,46225,1
47,County,2019-01-04,18.0,IN,18097.0,Marion,193282.0,771300.0,3360705.0,929323.0,758399.0,397479.0,562967.0,541369.0,84039.0,42386.0,32846.0,7436.0,4461.0,18-18097-20190104,0,1,Y-h1WIRcyi9cg5va59a1Vw,Steak ’n Shake,4105 E 96th St,Indianapolis,IN,46240,39.9264111,-86.097471714,3.0,38,0,"{'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsReservations': 'False'}","Steakhouses, American (New), Fast Food, Restaurants, Diners, Burgers, American (Traditional), Breakfast & Brunch","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-0:0'}",bKQXiEwCf_b3DffoVmj8Bw,XjvZJ80XR44DWzLMwQN2Hw,4,0,0,0,Shakes were great would have given 5 stars but the second I said yelp our waiter corrected the address I was reading so pretty good,46240,2
48,County,2019-01-04,18.0,IN,18097.0,Marion,193282.0,771300.0,3360705.0,929323.0,758399.0,397479.0,562967.0,541369.0,84039.0,42386.0,32846.0,7436.0,4461.0,18-18097-20190104,0,1,_m0mp3Wjcteysto6azQ9iA,Seasons 52,8650 Keystone Crossing,Indianapolis,IN,46240,39.9129602292,-86.1120176283,4.5,574,1,"{'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForDancing': 'False', 'BikeParking': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'None', 'CoatCheck': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'Smoking': ""u'no'"", 'ByAppointmentOnly': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': False}"", 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': None}"", 'BestNights': ""{u'monday': True, u'tuesday': True, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'WheelchairAccessible': 'True', 'Caters': 'False'}","Bars, Vegetarian, American (Traditional), Nightlife, American (New), Wine Bars, Gluten-Free, Restaurants, Seafood, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",ZqQU0lptMI0GnnA6B36mtA,6M1-Sp9r0JvdstVH3SDjxQ,5,0,0,0,"It was my husband's birthday and they made it memorable with such care! Thank you so much! Barbara and her entire staff was awesome!
Wondering if the chef can train me on Whole Roasted Cauliflower -",46240,2
49,County,2019-01-04,18.0,IN,18097.0,Marion,193282.0,771300.0,3360705.0,929323.0,758399.0,397479.0,562967.0,541369.0,84039.0,42386.0,32846.0,7436.0,4461.0,18-18097-20190104,0,1,g2jxxtlRxZjTBRUwjRIHYQ,Cracker Barrel Old Country Store,9340 Michigan Rd,Indianapolis,IN,46268,39.9218812874,-86.2284426951,3.0,76,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'HappyHour': 'False', 'Caters': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False'}","Caterers, Comfort Food, Diners, Breakfast & Brunch, Event Planning & Services, Southern, American (Traditional), Restaurants","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",zJWSm__pSYA3nviTCmYDEw,0YI3p9o-ntRgRaPWpfa22Q,1,0,0,0,"Tried to save some time by doing the online ordering again. If there were some other place to get chicken livers I wouldn't have even given them a second chance. 

Placed my order at 12:36pm
Arrived and paid at 12:59pm
Finally got my order at 1:26pm but only after one of the young ladies that was stocking the store area with merchandise, asked if I was still waiting in my order. She said we aren't that busy and it shouldn't take as long as it was. She came out to the front followed by a young lady with my livers, mashed potatoes and pinto beans but forgot the cornbread. After she retrieved the cornbread muffin I was in my car and heading home at 1:27pm. A full 50 min after placing the order on line. Had I been on a work lunch break I would have had very little time to eat. I guess if I ever have another chicken liver craving I may as well just go in and place the order in person not on line. While waiting I did resist the urge ( not really any urge ) to buy junk in the general store.",46268,4
50,County,2019-01-05,18.0,IN,18097.0,Marion,201810.0,762772.0,3338091.0,931394.0,790736.0,421544.0,559425.0,473525.0,76138.0,42889.0,31563.0,6628.0,4249.0,18-18097-20190105,0,1,F_wIC6i5y4zdQyp99R7PdQ,Blueberry Hill Pancake House,7803 E Washington St,Indianapolis,IN,46219,39.7723413,-86.0279803,3.5,101,1,"{'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': None, u'dinner': None, u'latenight': False, u'dessert': False}""}","American (Traditional), Breakfast & Brunch, Restaurants, Specialty Food, Salad, Food","{'Monday': '6:0-16:0', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-16:0', 'Saturday': '6:0-16:0', 'Sunday': '6:0-16:0'}",-t3rnBO9KoFJ8JsKXUOGfA,J4KjrActTQEdwQCXpiYSEQ,4,0,0,0,"I expected a knockoff IHOP, but Blueberry Hill is in a league of its own. I was pleasantly surprised by the quality of the food - everything is fresh, flavorful, and filling! They are typically busy with families, as you would expect, but the service is fairly quick. My recommendations are for the cinnamon roll French toast, country ham, and of course, the pancakes. Come with an empty stomach!",46219,9
51,County,2019-01-05,18.0,IN,18097.0,Marion,201810.0,762772.0,3338091.0,931394.0,790736.0,421544.0,559425.0,473525.0,76138.0,42889.0,31563.0,6628.0,4249.0,18-18097-20190105,0,1,_AqS7hNIQra2bsZRgVs-kQ,Taco Bell,6327 E 82nd St,Indianapolis,IN,46250,39.905167,-86.059453,2.0,48,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""'free'"", 'NoiseLevel': ""'quiet'"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False', 'DriveThru': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Breakfast & Brunch, Fast Food, Tacos, Mexican, Tex-Mex","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-1:0'}",CEuhsL8u7ib3KkSM7x_BaA,ZLy_t2KoegZb7sXX66wyCw,5,0,0,0,"Did they update this location? It's been a few years since I've been to this one, but I had the best TB experience here recently. Every other TB takes 30 min to get through the drive thru, but this one was fast and efficient, even at lunchtime. Brandon at the window was so friendly as well. I wish every Taco Bell was like this.",46250,2
52,County,2019-01-05,18.0,IN,18097.0,Marion,201810.0,762772.0,3338091.0,931394.0,790736.0,421544.0,559425.0,473525.0,76138.0,42889.0,31563.0,6628.0,4249.0,18-18097-20190105,0,1,1SwfAYI1HGDyJKHmdRXI5Q,Dale's Family Restaurant,5209 E Thompson Rd,Indianapolis,IN,46237,39.6932771775,-86.0810571749,4.0,156,1,"{'Caters': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'DriveThru': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': 'False', 'OutdoorSeating': 'False', 'HappyHour': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'Corkage': 'False'}","Burgers, American (Traditional), Restaurants, Breakfast & Brunch, Food, Beer, Wine & Spirits","{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-15:0'}",Keo9LpulgSLYyprw4slItA,dLg_uA5XvXPHR6d0zIPwng,5,0,0,1,"Mashed potatoes were cold and needed. Reheated and it was better. Catfish and smothered chicken was excellent. 

Service, Tanya, was awesome. Cleaned the used dishes off the table, refills on drinks without asking.",46237,5
53,County,2019-01-05,18.0,IN,18097.0,Marion,201810.0,762772.0,3338091.0,931394.0,790736.0,421544.0,559425.0,473525.0,76138.0,42889.0,31563.0,6628.0,4249.0,18-18097-20190105,0,1,Ov-_vDIKlnBnMWAPDc1RFA,Charlie Brown’s Pancake & Steak House,1038 Main St,Indianapolis,IN,46224,39.781351,-86.241162,4.0,167,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'False', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'False', 'Corkage': 'False'}","American (Traditional), Restaurants, Steakhouses, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '6:0-12:0'}",zSln7FohxezJr8TdewElgA,wk0AcxzO1wBJzBMwvkBcbA,4,1,0,0,"Looking for brunch options with a diner vibe, this is your spot! The Big Joe is probably the best bacon, egg and cheese sandwich around. The butter toast makes it a stand out alone. The nostalgia of all things Indy 500 make this place a must see.",46224,7
54,County,2019-01-05,18.0,IN,18097.0,Marion,201810.0,762772.0,3338091.0,931394.0,790736.0,421544.0,559425.0,473525.0,76138.0,42889.0,31563.0,6628.0,4249.0,18-18097-20190105,0,1,HinJ2YxjHb304KH7q1eAfg,Lincoln Square Pancake House,2330 N Meridian St,Indianapolis,IN,46208,39.7997497,-86.1569718,4.5,311,1,"{'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False'}","Breakfast & Brunch, Food, Restaurants","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",D9sRtcg1tTM3zskj2zL-xA,WYIpQ2UVztDcC2VTvzYyoA,5,1,0,1,"It's hard to find a restaurant in downtown Indy that is family friendly. My sister, brother-in law, and 6 year old nephew visit me often and it is definitely a struggle to find a decent place that accommodates kids, well! I've been to both downtown locations several times and have never been disappointed! Everyone is extremely friendly and greets with a smile! Both locations are immaculate. There is also lot parking, with plenty of spaces, which is always a plus for out of town visitors. The menu is huge, but caters to the breakfast lover, of course. However, there are a variety of options, including many healthier options.",46208,3
55,County,2019-01-05,18.0,IN,18097.0,Marion,201810.0,762772.0,3338091.0,931394.0,790736.0,421544.0,559425.0,473525.0,76138.0,42889.0,31563.0,6628.0,4249.0,18-18097-20190105,0,1,J7_B_oDTGbFm4fe0Uy--lQ,Taste Cafe & Marketplace,5164 N College Ave,Indianapolis,IN,46205,39.8466138,-86.1460946,3.5,398,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'None', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}""}","Bakeries, Breakfast & Brunch, Food, Specialty Food, Restaurants, Health Markets, Cafes, American (New), Coffee & Tea","{'Monday': '8:0-14:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",zICs41MvX09NboimcWQC7g,Lr28q0LYRRc_sMFPe1pbug,1,0,0,0,I was very disappointed with Taste Cafe after reading some positive reviews.  Food was not good at all.  Overpriced.  The vanilla cheesecake was unedible.  Rubbery and absolutely NO taste.  I can not recommend this place to anyone.,46205,3
56,County,2019-01-05,18.0,IN,18097.0,Marion,201810.0,762772.0,3338091.0,931394.0,790736.0,421544.0,559425.0,473525.0,76138.0,42889.0,31563.0,6628.0,4249.0,18-18097-20190105,0,1,fDCgLQkSI0BZuHTo5zHz8Q,Panera Bread,"55 S Raceway Rd, Ste 100",Indianapolis,IN,46231,39.763211,-86.325714,2.5,58,1,"{'Caters': 'True', 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'DriveThru': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""u'none'""}","Restaurants, Bagels, Salad, Breakfast & Brunch, Soup, Food, Sandwiches, Bakeries","{'Monday': '6:0-21:30', 'Tuesday': '6:0-21:30', 'Wednesday': '6:0-21:30', 'Thursday': '6:0-21:30', 'Friday': '6:0-21:30', 'Saturday': '6:30-21:30', 'Sunday': '7:0-21:30'}",4ORJqIg9OAHIGJq91vLLSA,DFqMA-kYlVJ_VaG_2oHJEQ,3,1,0,0,"Most awkward drive thru experience you can have, I know there never used to be one here but nothing about the flow of it makes sense. Employees that cover drive thru also seem to struggle big time, the whole thing screams it shouldn't exist...",46231,8
57,County,2019-01-05,18.0,IN,18097.0,Marion,201810.0,762772.0,3338091.0,931394.0,790736.0,421544.0,559425.0,473525.0,76138.0,42889.0,31563.0,6628.0,4249.0,18-18097-20190105,0,1,kcOAfvwLUOAYQO3x4gocqA,Maxine's Chicken & Waffles,222 E Market St,Indianapolis,IN,46204,39.7686860771,-86.1535183528,4.0,567,0,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': True}""}","Diners, Southern, Breakfast & Brunch, Soul Food, Restaurants, Caterers, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '7:30-16:0', 'Wednesday': '7:30-16:0', 'Thursday': '7:30-16:0', 'Friday': '7:30-16:0', 'Saturday': '9:0-15:30'}",m3MVrm6xvpBoOJffehYvIQ,1LIf1KxsMpwXSUMrEDQGog,5,1,0,1,"Love Maxine's! Can't believe I haven't reviewed it before. Walking in you might think it's not that great- especially since it's attached to a gas station... but wait until you order to judge it. 

Want a good country meal downtown? This is one of the few places you'll find it. 

They have breakfast all day (yay!) and it's awesome. The pancakes and waffles have flavor options and aren't your generic box-tasting pancake mix. The chicken and waffles (that they're named after) are amazing. You can also get salmon croquettes here- salmon cakes is what I grew up calling them. I don't know anywhere else in the city that has them!

Service is great. Can take awhile but that's good when the food your getting is high quality. Be sure to ask about the cornbread and peach preserves! First order is on the house and it's sooo good! It's also cheap so you can fill up and not break the bank. Definitely worth checking out.",46204,1
58,County,2019-01-05,18.0,IN,18097.0,Marion,201810.0,762772.0,3338091.0,931394.0,790736.0,421544.0,559425.0,473525.0,76138.0,42889.0,31563.0,6628.0,4249.0,18-18097-20190105,0,1,-Sp511jqTCpn3d6NwVz69g,Foon Ying Chinese Restaurant,3770 N Shadeland Ave,Indianapolis,IN,46226,39.825287,-86.046258,4.0,76,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}"", 'Caters': 'True'}","Restaurants, Breakfast & Brunch, Soup, Chinese","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30'}",8x0knOgXoYxjhnbYR12IHg,J4KjrActTQEdwQCXpiYSEQ,5,0,0,0,"When I first moved to the area, I ate Foon Ying takeout at least 3 nights a week. All of their dishes meet your cravings for Chinese takeout classics, and their service is ridiculously fast. I recommend the sesame chicken as well as the beef and broccoli! If you want quick and delicious Chinese, stop here!",46226,3
